类别,专业,民族,性别,成绩1,成绩2,成绩3,成绩4,成绩5,成绩6,成绩7,成绩8,成绩9,成绩10,成绩11,成绩12,成绩13,成绩14,成绩15,成绩16,成绩17,成绩18,成绩19,成绩20,图书馆天数,奖项数,户口性质,户籍,外语,月均刷卡天数,月均消费金额,恩格尔系数,餐饮月均总额,月均早餐次数,平均每笔早餐金额,早餐金额方差,月均午餐次数,平均每笔午餐金额,午餐金额方差,月均晚餐次数,平均每笔晚餐金额,晚餐金额方差,月均宵夜次数,平均每笔宵夜金额,宵夜金额方差,月均超市次数,超市月均金额,月均水果次数,水果月均金额,月均其他次数,其他月均金额,月均洗澡次数,pos机类型数,GDP,专业-1,专业-2,专业-3,助学岗位,贫困生
1,54,3,0,0.113781832,-0.088717163,-0.300370097,-0.230233043,-0.334210634,-0.115161195,1.037703753,0.057401482,-0.53502363,0.483693421,-0.031223129,0.789143205,-0.101661474,-0.137174368,0.576074123,0.395640314,0.417029291,-0.589551449,-0.057343628,0.583788872,13,2,城镇应届,辽宁,78,14.91666667,194.2641667,0.776292591,150.8058333,9.583333333,1.979565217,0.218328757,19,4.475438596,6.11278615,11.66666667,4.011571429,4.602601829,0,0,0,4,10.17291667,0,0,0,0,5.25,65,2.604,0.215805471,0.641337386,0.088145897,0,0
2,54,11,0,0.19422619,-0.146313682,-0.444204658,-0.13570106,-0.307867587,0.001308774,0.971566916,0.0017293,-0.648497939,0.500901937,-0.013131111,0.761314571,-0.11655917,-0.167922124,0.582722247,0.325904757,0.350153506,-0.523433626,-0.033445135,0.631732345,4,2,城镇应届,湖南,79,10.5,125.2916667,0.895776521,112.2333333,0.416666667,4.26,4.673,12.5,4.979333333,5.762724385,9.5,5.075438596,6.95496662,0,0,0,2.25,5.803703704,0,0,0,0,0,43,2.1115,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.092386827,-0.198604792,-0.307681322,-0.042098887,-0.279016584,-0.048733346,0.979121983,0.034695294,-0.665137947,0.491811514,-0.202093601,0.822066665,-0.180532411,-0.174558789,0.502949119,0.177086473,0.405533552,-0.571828663,-0.026495464,0.67865479,28,1,农村应届,江西,74.66666667,0.333333333,0.975,0.299145299,0.291666667,0,0,0,0.083333333,3.5,0,0,0,0,0,0,0,0.25,2.733333333,0,0,0,0,0,4,2.011,0.215805471,0.641337386,0.088145897,0,2130401016
2,54,3,0,0.154118672,-0.171239987,-0.426292926,-0.17238307,-0.309583366,0.012965661,1.008907557,0.015313177,-0.632651925,0.464380473,-0.077268139,0.770986199,-0.113475293,-0.240159675,0.541816294,0.312095106,0.390282869,-0.507748365,-0.065721929,0.660148501,51,6,城镇应届,黑龙江,77.33333333,20,265.1783333,0.958197942,254.0933333,33.41666667,1.211471322,0.42161808,32.66666667,3.681428571,4.618760102,43.08333333,2.164796905,3.540425007,0.083333333,1,0,1.916666667,3.47826087,0,0,0,0,21.25,64,1.9838,0.215805471,0.641337386,0.088145897,2130401017,2130401017
2,54,3,0,0.229023606,-0.262766987,-0.332878053,-0.049251609,-0.289154381,-0.068013117,0.968136191,-0.022850672,-0.686631024,0.535547912,-0.090249047,0.808159769,-0.199946612,-0.250981927,0.426713854,0.13718465,0.371952742,-0.520330012,0.018162465,0.739674568,57,1,农村应届,山西,72,6.833333333,79.12083333,0.646637527,51.1625,0.25,3.4,7.23,3,5.581944444,14.54316468,7.5,4.475555556,5.101642946,0,0,0,3,8.838888889,0,0,0,0,2.25,45,1.9049,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.172729805,-0.120102353,-0.302283317,-0.20725584,-0.467128664,0.049107283,0.905177534,0.042086639,-0.704306483,0.444375783,-0.032694463,0.731402576,-0.14062123,-0.122897021,0.586165488,0.375921637,0.421478182,-0.667422354,-0.013440381,0.561915874,90,0,城镇应届,安徽,73,19.58333333,335.6841667,0.841284342,282.4058333,12.08333333,2.05137931,1.833192529,23.66666667,5.819929577,9.004221196,22.83333333,5.250218978,9.806225593,0,0,0,9.916666667,4.688739496,0,0,0,0,20.5,73,1.9998,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.152836904,-0.066056728,-0.399710625,-0.1394822,-0.410057634,-0.052896116,0.84730041,0.003605108,-0.666398942,0.444178343,0.056033574,0.873796344,-0.078085117,-0.232622087,0.616466939,0.321660906,0.423673302,-0.555189252,0.0511823,0.567250669,3,1,城镇应届,新疆,75.75,13.91666667,184.7666667,0.902760238,166.8,6,2.165277778,1.204552034,15.16666667,5.71032967,6.759176686,12.58333333,5.340529801,7.255589051,0,0,0,1.083333333,8.3,0,0,0,0,17.25,65,1.8355,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.185057446,-0.140809536,-0.431333721,-0.150846168,-0.385962069,-0.060631208,0.932550192,-0.020658081,-0.632683218,0.411682993,0.034060109,0.858815193,-0.078503087,-0.209212214,0.593806863,0.365618527,0.41297549,-0.542634666,-0.033389539,0.585682929,16,11,农村应届,陕西,75.66666667,12.91666667,127.835,0.922217442,117.8916667,4.166666667,1.454,0.522942857,15.66666667,3.321276596,6.221576971,17,3.517647059,5.49525355,0,0,0,1.75,4.698095238,0,0,0,0,5.916666667,58,1.8874,0.215805471,0.641337386,0.088145897,0,2130401021
2,54,3,0,0.101874553,-0.167945608,-0.169487819,-0.178933382,-0.395841777,-0.066006072,1.068250895,0.075206727,-0.461844116,0.486712664,-0.103251234,0.770369411,-0.23219645,-0.024022715,0.580023468,0.328616947,0.451688975,-0.708971977,-0.126050428,0.642062843,13,0,城镇应届,陕西,75.33333333,15.5,266.3383333,0.588161674,156.65,13.91666667,1.728742515,1.853265277,15.16666667,5.465384615,10.21034212,9,5.522222222,10.41183801,0,0,0,13.16666667,8.060126582,0,0,0,0,9.25,48,1.8874,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.123480313,-0.140127391,-0.22737892,-0.151342988,-0.486823946,-0.098094888,0.895932674,0.090928234,-0.699423075,0.504568458,0.147064805,0.772652447,-0.205269098,-0.110329181,0.574548602,0.373638421,0.483005136,-0.632307529,0.01759835,0.531591833,18,0,城镇往届,河南,74.66666667,12.08333333,108.8466667,0.586298769,63.81666667,3.833333333,2.047826087,1.021661836,7.333333333,3.987727273,6.720548798,6.083333333,4.392876712,7.39400411,0,0,0,4.75,8.28245614,0,0,0,0,11.08333333,54,1.8443,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.144697383,-0.185100749,-0.293625563,-0.084146686,-0.363425225,-0.027297975,0.992700338,0.001755556,-0.535523832,0.423948944,-0.071308948,0.849130034,-0.161405727,-0.144120678,0.592031121,0.225465968,0.454934955,-0.621148109,-0.045454811,0.627260745,88,3,城镇应届,河南,74,19.08333333,293.6825,0.777781561,228.4208333,20.33333333,1.163114754,0.345382851,22.91666667,4.418,5.40649635,24.75,4.182828283,40.36872441,0,0,0,10,6.223333333,0,0,0,0,7.833333333,68,1.8443,0.215805471,0.641337386,0.088145897,0,2130401024
2,54,3,0,0.128154814,-0.079235911,-0.338297516,-0.167465121,-0.348746747,-0.072387569,0.92525965,5.51E-05,-0.574810803,0.488696486,0.082686007,0.883249819,-0.07969784,-0.206631079,0.660329878,0.33548677,0.480881125,-0.60671109,-0.045549147,0.525289237,31,8,农村应届,山东,84,16.58333333,253.6841667,0.686513085,174.1575,4.75,1.605263158,1.283721805,23.5,3.813794326,6.584058506,26,2.958012821,6.954083498,0,0,0,8.416666667,9.420792079,0,0,0,0,0.416666667,69,2.4685,0.215805471,0.641337386,0.088145897,0,2130401025
1,54,3,0,0.149903283,-0.132972434,-0.420195967,-0.09198609,-0.376653999,0.064545304,0.836020827,-0.04149976,-0.715123594,0.4550879,0.02336478,0.84732008,-0.10908781,-0.214541748,0.68352747,0.29230395,0.438717276,-0.589880586,-0.007350098,0.533088803,24,4,城镇应届,宁夏,75.33333333,13.66666667,182.6283333,0.904067459,165.1083333,3.083333333,1.586486486,0.267867868,14.66666667,4.560227273,8.896237662,17.41666667,5.358851675,44.66531791,0,0,0,1.916666667,7.947826087,0,0,0,0,10.08333333,63,1.8832,0.215805471,0.641337386,0.088145897,0,2130401026
2,54,3,0,0.136587441,-0.145497695,-0.426187158,-0.123948283,-0.317094356,-0.080900572,1.015029669,0.001568619,-0.579117477,0.360958219,-0.015257192,0.906093359,-0.115580127,-0.245244026,0.590012729,0.240709782,0.383952349,-0.395309031,-0.00981611,0.682069302,19,7,农村往届,陕西,76.66666667,20,360.0325,0.800918436,288.3566667,32.58333333,1.118158568,0.268105318,29.41666667,4.608101983,20.63198304,30.08333333,3.868199446,35.87666203,0,0,0,16,4.15140625,0,0,0,0,8.75,71,1.8874,0.215805471,0.641337386,0.088145897,0,2130401027
2,54,3,0,0.132290408,-0.206692949,-0.314586759,-0.032184243,-0.276945412,0.024340145,0.941632688,0.015939325,-0.651040316,0.497236133,-0.2013399,0.82740283,-0.165860489,-0.176283047,0.555607796,0.158056855,0.467111826,-0.618142486,-0.053107377,0.626448095,3,0,城镇应届,江苏,73,11.41666667,179.8291667,0.721309576,129.7125,3.333333333,2.205,1.827153846,10.08333333,6.019834711,18.30476997,12.16666667,5.068150685,11.08554759,0,0,0,5.083333333,9.859016393,0,0,0,0,0,66,3.207,0.215805471,0.641337386,0.088145897,0,0
0,54,3,0,0.154848263,-0.162596986,-0.429215223,-0.091428339,-0.383507073,0.047498088,0.856019735,-0.080185272,-0.740920007,0.555487514,0.071532212,0.83150655,-0.069902509,-0.165894881,0.635547936,0.347574264,0.423019856,-0.504534662,-0.024567841,0.545439541,59,1,农村应届,贵州,73.5,3.083333333,22.51666667,0.890377498,20.04833333,0.166666667,2.8,0.08,1.416666667,6.851764706,13.70780294,1.583333333,6.236842105,15.39912281,0,0,0,0.083333333,18,0,0,0,0,2,23,1.5121,0.215805471,0.641337386,0.088145897,0,2130401029
1,54,3,0,0.105344951,-0.177697852,-0.341256946,-0.124524578,-0.365589142,-0.011151333,0.96214515,0.041418646,-0.608048916,0.441825956,-0.099060647,0.791585028,-0.139297545,-0.247943223,0.572511613,0.297560543,0.417868882,-0.620288253,-0.029062847,0.630633473,3,0,城镇往届,湖北,77.33333333,16,115.6491667,0.733547583,84.83416667,2.083333333,2.14,1.895,7.583333333,5.606483516,21.06636305,7.083333333,5.344941176,11.05316101,0,0,0,1.166666667,16.40714286,0,0,0,0,28.08333333,55,2.1787,0.215805471,0.641337386,0.088145897,0,0
2,54,3,1,0.095686354,-0.132204399,-0.247854516,-0.177795857,-0.363770306,-0.013875197,1.031968474,0.036871694,-0.661233902,0.440389365,-0.093891807,0.735042214,-0.191469967,-0.132392481,0.515189826,0.271220416,0.391551256,-0.659609616,-0.011957321,0.648718119,98,2,城镇应届,辽宁,79,17.91666667,196.6983333,0.686046315,134.9441667,14,1.617440476,1.107567661,18,3.733101852,5.346538706,12.66666667,3.501644737,4.869782045,0.166666667,4.5,0.5,8.5,6.605196078,0,0,0,0,15.16666667,62,2.604,0.215805471,0.641337386,0.088145897,0,0
2,54,3,1,0.114182852,-0.058464367,-0.457320452,-0.177447125,-0.393142343,0.033270177,0.90892899,-0.09318015,-0.786231339,0.424537838,0.125852898,0.795506835,-0.10668119,-0.255537719,0.583784044,0.318549365,0.352051198,-0.588838518,0.012610433,0.581150413,97,1,城镇应届,湖北,78.75,17.33333333,218.3775,0.75971273,165.9041667,10.41666667,2.2672,3.558028387,17.83333333,4.875700935,5.241378614,13.66666667,4.049085366,5.460413269,0,0,0,4.75,9.572631579,0,0,0,0,15.33333333,52,2.1787,0.215805471,0.641337386,0.088145897,0,0
1,54,3,1,0.058809336,-0.254198134,-0.29593581,-0.096906282,-0.432235569,-0.027759809,0.939405859,-0.055898845,-0.711470366,0.354966819,-0.097377561,0.843393564,-0.136501253,-0.199691802,0.564307928,0.30775097,0.472000659,-0.471452951,0.081174634,0.665855229,108,4,城镇应届,广西,71.66666667,16,179.3066667,0.567444973,101.7466667,6.5,2.963333333,2.754071861,13.58333333,3.776134969,3.4452325,7.916666667,3.927473684,3.315514826,0.083333333,1.2,0,11.5,6.429710145,0,0,0,0,10.75,35,1.8305,0.215805471,0.641337386,0.088145897,0,2130401033
2,54,3,1,0.051829677,-0.098022163,-0.374680549,0.040604699,-0.44617334,-0.052444428,1.013565421,0.038845666,-0.638979256,0.416793495,-0.072821334,0.636711299,-0.22095567,-0.180147201,0.458563864,0.314050883,0.358937234,-0.597668827,0.106553629,0.493260175,0,2,未知,未知,85.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215805471,0.641337386,0.088145897,0,0
1,54,3,1,-0.01101163,-0.090926789,-0.408136249,-0.116540469,-0.359858096,0.069010712,0.859291911,-0.025545467,-0.803480744,0.464094698,0.017188456,0.698970437,-0.181132689,-0.197416484,0.6214571,0.373729944,0.380125046,-0.718573213,0.060070563,0.559330881,46,0,城镇应届,湖南,85,14.33333333,181.5183333,0.832275895,151.0733333,1.5,2.733333333,1.343529412,14.5,6.197011494,10.28428813,14.16666667,4.031764706,6.141558998,0,0,0,2.333333333,7.692142857,0,0,0,0,27.08333333,58,2.1115,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.167858124,-0.149078891,-0.34113577,-0.194417596,-0.371299148,-0.035282236,0.996917963,-0.005819008,-0.67546761,0.437326193,-0.013690691,0.770485818,-0.076662973,-0.238816142,0.567266405,0.310039282,0.392185032,-0.55860889,0.009768997,0.623466492,2,0,城镇应届,河北,75.66666667,15.58333333,231.5483333,0.75793031,175.4975,3.416666667,2.080487805,1.065109756,15.5,4.597096774,9.712421796,20.91666667,4.643864542,10.34850861,0,0,0,3.5,13.56166667,0,0,0,0,14.91666667,59,1.9725,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.120837413,-0.129806891,-0.374501437,-0.098822802,-0.426201582,-0.086749375,0.92338115,0.006891807,-0.598657608,0.408752978,0.074412182,0.951411545,-0.111593351,-0.218895242,0.617672324,0.253155529,0.414483279,-0.438240409,-0.001058583,0.628144503,32,1,城镇应届,内蒙古,76.66666667,11.83333333,114.1333333,0.862719042,98.465,2.666666667,2.15,1.150322581,8,5.262708333,11.76605154,12.5,4.0504,8.082795812,0,0,0,1.5,7.066666667,0,0,0,0,13.25,56,2.4127,0.215805471,0.641337386,0.088145897,2130401038,0
1,54,3,0,0.089089982,-0.190594941,-0.275778085,-0.111947477,-0.333816975,-0.098579332,1.011361718,0.029977234,-0.532470286,0.469494134,-0.070982538,0.797838926,-0.159681559,-0.127201378,0.587818325,0.338072062,0.512004256,-0.644286454,-0.073397033,0.584990561,1,2,城镇应届,辽宁,73,16.16666667,189.29,0.85869125,162.5416667,3.25,1.912820513,1.256410256,13.5,5.60617284,4.705396442,17.16666667,4.697572816,5.995262373,0,0,0,6.666666667,3.56,0,0,0,0,6.833333333,54,2.604,0.215805471,0.641337386,0.088145897,0,2130401039
3,54,3,0,0.125732467,-0.203375176,-0.388640255,-0.150674492,-0.285207033,-0.187803283,1.015961409,0.025183477,-0.520670116,0.386023879,-0.004145788,0.856434882,-0.140671998,-0.254589587,0.672120869,0.401253164,0.442883611,-0.404050529,0.005202407,0.632733166,36,5,城镇应届,浙江,85.33333333,15.41666667,272.7175,0.943274634,257.2475,10.08333333,2.497107438,0.694054063,15.25,7.635519126,5.952852339,16.66666667,6.9376,9.390028382,0,0,0,0.333333333,11.725,0,0,0,0,14.91666667,61,3.8529,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.125550866,-0.126065969,-0.433912188,-0.129384786,-0.335936368,-0.096920222,0.938507915,0.028263981,-0.583564639,0.373722255,0.001309674,0.945159078,-0.079682261,-0.30478397,0.627018988,0.274399072,0.470072687,-0.41583544,-0.008374812,0.624329746,53,8,农村应届,福建,81,19.33333333,332.3716667,0.733398354,243.7608333,8.833333333,1.548301887,0.703991375,21.16666667,5.51523622,8.730086703,21.33333333,5.313046875,7.157546759,0,0,0,12.83333333,5.590064935,0,0,0,0,38.58333333,66,2.7608,0.215805471,0.641337386,0.088145897,2130401041,2130401041
1,54,3,0,0.155146971,-0.168599933,-0.42372027,-0.055980448,-0.43114391,-0.081998147,0.840307057,-0.068873815,-0.697928965,0.478622049,0.087711804,0.956537187,-0.034970392,-0.274648935,0.627423048,0.302401155,0.382496893,-0.354152828,0.085529409,0.61075455,41,5,农村应届,江西,79,16,228.07,0.918833399,209.5583333,5.666666667,2.014705882,1.683064091,20,5.043333333,7.643637378,18.66666667,5.183928571,8.286825753,0.333333333,1.525,0.249166667,1.5,12.11666667,0,0,0,0,1.083333333,45,2.011,0.215805471,0.641337386,0.088145897,2130401042,2130401042
0,54,3,0,0.272302657,0.038819611,-0.353270948,-0.233186901,-0.324454546,0.121601053,0.872592151,-0.022749733,-0.667531013,0.577680945,-0.202683613,0.768491924,-0.10553202,-0.068848275,0.537160039,0.243046016,0.245430887,-0.827194631,-0.078028105,0.608853698,1,0,城镇应届,甘肃,76,18.66666667,278.485,0.890383085,247.9583333,9.916666667,2.000840336,0.870253525,22.41666667,6.049442379,6.504747822,15.75,5.873544974,8.870360239,0,0,0,2.666666667,9.875,0,0,0,0,8.75,50,1.467,0.215805471,0.641337386,0.088145897,0,0
5,7,0,0,0.107354462,-0.173494056,-0.389845222,-0.014607873,-0.397859484,-0.207880095,1.018506765,0.065351591,-0.487112939,0.361364365,0.032535069,0.756585479,-0.174428254,-0.213704333,0.622314751,0.42062974,0.477129728,-0.418858945,0.102927282,0.507725179,0,1,未知,未知,86.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,54,3,0,0.099186197,-0.042894259,-0.408672392,-0.175052568,-0.289537847,-0.078976288,0.914571762,0.09814465,-0.516085565,0.559063196,-0.053469867,0.816501021,-0.12523362,-0.206628218,0.649600506,0.384512514,0.483259887,-0.573414266,-0.117253482,0.577063024,57,4,农村应届,内蒙古,76.33333333,17.75,202.44,0.763543107,154.5716667,10.83333333,2.546153846,1.745644007,20.83333333,4.76104,6.86973546,5.583333333,4.979104478,10.90319313,0,0,0,3.333333333,12.8395,0,0,0,0,19.41666667,62,2.4127,0.215805471,0.641337386,0.088145897,2130401045,0
2,54,3,0,0.177646384,-0.110853471,-0.335860044,-0.208367273,-0.368026972,-0.011869827,0.975269556,0.023941508,-0.638248146,0.383950651,-0.179858983,0.805308819,-0.059940208,-0.152625993,0.56472683,0.305394948,0.379635066,-0.625469029,-0.026343763,0.632213056,30,3,城镇应届,广西,86.33333333,16.33333333,228.9558333,0.855295963,195.825,8.083333333,2.224742268,1.086100193,16.5,5.863131313,8.243963749,14.75,5.498305085,8.070849384,0,0,0,1.916666667,14.28130435,0,0,0,0,10.5,68,1.8305,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.216878101,-0.112917073,-0.381927133,-0.180556417,-0.419089884,-0.079802938,0.825016499,-0.014441358,-0.732658446,0.441978514,-0.014858029,0.862401783,-0.059574854,-0.164285526,0.615352273,0.414647251,0.411876768,-0.526472092,0.032930221,0.545041025,7,4,城镇应届,湖北,79,16.5,265.3958333,0.868994427,230.6275,9.25,1.924774775,1.830494267,18.08333333,5.512995392,9.375031264,20.91666667,5.408605578,13.19094005,0,0,0,2.333333333,13.43571429,0,0,0,0,6,63,2.1787,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.113345712,-0.097410433,-0.358891517,-0.147103161,-0.366736025,-0.038712196,0.996888995,0.008802807,-0.575411677,0.426570326,0.009592436,0.833781719,-0.134924084,-0.076359525,0.609502316,0.321263194,0.422685862,-0.61029613,-0.080667771,0.586354673,43,10,农村应届,河北,79,18.5,263.8575,0.83788598,221.0825,25.08333333,1.577076412,0.885239424,19.5,5.410683761,8.667996955,21.5,3.52244186,5.548728255,0.166666667,1.7,0.98,2.25,16.82074074,0,0,0,0,15.91666667,75,1.9725,0.215805471,0.641337386,0.088145897,2130401048,2130401048
2,54,3,0,0.16715616,-0.255896777,-0.255188227,-0.066879272,-0.385795444,-0.012589479,0.928857803,0.007269824,-0.691134691,0.569281995,-0.051083632,0.751457453,-0.214090705,-0.160711631,0.49281764,0.267022341,0.450639874,-0.642646849,-0.030576773,0.599190354,72,1,城镇应届,四川,75.66666667,17.5,285.6916667,0.710684596,203.0366667,15.83333333,2.479473684,1.753280145,20,5.322208333,4.353997195,12.5,4.586733333,4.002258385,0,0,0,5.916666667,13.51408451,0,0,0,0,9.583333333,62,1.8808,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.221683308,-0.028316831,-0.286253035,-0.180799752,-0.422733814,-0.034755774,0.850422323,-0.007906868,-0.743905842,0.47221005,-0.041198716,0.809480786,-0.134755775,-0.11346937,0.63062197,0.266579598,0.334887534,-0.606499016,0.082244188,0.603983819,9,3,城镇应届,陕西,83,13.41666667,189.6533333,0.734269544,139.2566667,2.5,2.103333333,1.516195402,11.75,5.926312057,8.540324873,11.58333333,5.556618705,10.35995298,0,0,0,2.416666667,17.74827586,0,0,0,0,14.75,58,1.8874,0.215805471,0.641337386,0.088145897,2130401050,0
2,54,3,0,0.164487302,-0.131332427,-0.388683587,-0.097966552,-0.381416082,-0.042814586,0.888800025,0.029616186,-0.699010551,0.467876136,0.024505058,0.842344284,-0.091926962,-0.219797179,0.612910807,0.280517131,0.387390167,-0.453676999,0.064186908,0.619075239,35,1,城镇应届,黑龙江,71.5,9.833333333,136.1816667,0.921795641,125.5316667,6.666666667,1.7,0.937721519,10.75,5.631627907,7.45247936,8.916666667,6.017757009,13.19099115,0,0,0,0.416666667,5.156,0,0,0,0,15.16666667,53,1.9838,0.215805471,0.641337386,0.088145897,2130401051,0
2,54,3,0,0.225627229,-0.13307853,-0.319850296,-0.134291306,-0.346415609,-0.048720222,0.874459684,0.034007091,-0.608345151,0.419970483,-0.160595208,0.830994427,-0.207302853,-0.166546643,0.665429771,0.276114374,0.360929191,-0.588773429,0.026845366,0.655860066,3,0,城镇应届,河北,69.25,19,331.6291667,0.904421354,299.9325,13.83333333,2.436144578,1.496503834,28.66666667,5.281395349,4.328690759,25.66666667,4.449318182,5.263917775,0.166666667,3.8,2.88,1.333333333,15.54375,0,0,0,0,23.16666667,66,1.9725,0.215805471,0.641337386,0.088145897,0,0
3,54,3,0,0.122195289,-0.085526928,-0.367065132,-0.143385917,-0.367527068,-0.024472281,0.871198654,0.037773635,-0.72439152,0.445565104,0.029582994,0.83328855,-0.119490795,-0.201051876,0.650564671,0.288021177,0.426221192,-0.493960887,0.070928909,0.592237711,0,2,城镇应届,江苏,77.8,16.25,151.1933333,0.891375281,134.77,12.33333333,1.656756757,1.716212539,16.25,5.235076923,6.920070484,6.5,4.464102564,4.743369963,0.083333333,3,0,0.333333333,5.925,0,0,0,0,31.08333333,51,3.207,0.215805471,0.641337386,0.088145897,2130401053,0
2,54,23,0,0.187177196,-0.073995799,-0.353129387,-0.158173785,-0.383245409,-0.047165047,0.888707757,0.035462055,-0.56647867,0.345608026,-0.075315841,0.842346787,-0.138087347,-0.22167486,0.659142613,0.268723518,0.468434274,-0.659830809,0.034319978,0.619731724,8,1,城镇应届,吉林,71.66666667,16.41666667,199.4916667,0.878733448,175.3,18.83333333,1.816371681,1.347152999,16.75,5.745273632,9.20991505,8.333333333,5.383,6.353748485,0,0,0,1.25,12.54,0,0,0,0,18.91666667,56,1.9967,0.215805471,0.641337386,0.088145897,2130401054,0
2,54,3,0,0.155834079,-0.203926057,-0.176768988,-0.080103323,-0.429800361,-0.105521783,0.931368291,0.067110114,-0.735922456,0.604990363,0.145715728,0.768535316,-0.234774336,-0.104565822,0.49333182,0.249321654,0.477598935,-0.581891418,0.008798146,0.567615211,16,0,农村应届,江苏,75.66666667,14.91666667,213.6216667,0.8120509,173.4716667,10.16666667,1.970491803,1.720279095,17.25,4.451690821,6.149111205,18.16666667,4.219082569,5.411789016,0,0,0,4.916666667,7.654237288,0,0,0,0,8.916666667,61,3.207,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.065069802,-0.023248019,-0.507285655,-0.067089282,-0.349756002,-0.073050343,0.886012912,0.003637984,-0.678522468,0.508883834,0.166775897,0.983788311,-0.045812067,-0.226119846,0.669584513,0.268838733,0.356110811,-0.290800661,0.023731638,0.581372619,7,4,农村应届,贵州,81,18,257.0433333,0.873652951,224.5666667,0.583333333,1.528571429,0.499047619,23.16666667,4.243165468,15.41719139,30.16666667,4.156077348,8.754104238,0,0,0,3.166666667,9.392105263,0,0,0,0,15.58333333,52,1.5121,0.215805471,0.641337386,0.088145897,2130401056,0
0,54,3,0,0.152287096,-0.072232135,-0.453366607,-0.100535765,-0.366269618,-0.130429745,0.915131032,0.011743044,-0.599870265,0.49656558,0.096970521,0.915204227,-0.034321956,-0.267702788,0.644385695,0.302343458,0.32123366,-0.375395268,0.050151944,0.594214082,35,0,城镇应届,陕西,74,3.75,31.455,0.727229375,22.875,2.583333333,2.774193548,1.039311828,1.666666667,7.375,3.444078947,0.583333333,5.857142857,3.476190476,0,0,0,2.083333333,4.092,0,0,0,0,0.333333333,15,1.8874,0.215805471,0.641337386,0.088145897,2130401057,0
1,54,3,0,0.101913147,-0.166546151,-0.189014822,-0.154245421,-0.345012933,-0.029855194,0.997893393,0.116344295,-0.580440521,0.471939534,-0.103031874,0.759028673,-0.233914897,-0.083345622,0.667485237,0.303502887,0.533725381,-0.603094637,-0.037543695,0.572477639,0,1,农村往届,湖北,75.75,9.416666667,72.795,0.674428189,49.095,0.083333333,2,0,1.916666667,6.465217391,7.724189723,6.333333333,5.768947368,12.12835621,0,0,0,0.75,25.22222222,0,0,0,0,10.33333333,43,2.1787,0.215805471,0.641337386,0.088145897,2130401058,0
2,54,3,0,0.174406856,0.068871319,-0.355563492,-0.226014778,-0.55220902,0.096620433,0.8520208,-0.071124889,-0.772774041,0.557442784,0.148746565,0.699253619,-0.010033405,-0.135648996,0.572901368,0.400458544,0.304454565,-0.684553742,0.110789493,0.552290678,62,0,城镇应届,湖南,79.6,14.58333333,145.5916667,0.922660409,134.3316667,3.666666667,2.422727273,2.624587738,11.41666667,3.981970803,3.162708587,20.25,3.95,5.506921488,0,0,0,0.416666667,7.9,0,0,0,0,17.16666667,51,2.1115,0.215805471,0.641337386,0.088145897,0,0
2,54,3,1,0.143321455,-0.109946109,-0.203265101,-0.165135741,-0.410323322,0.007204503,0.965503335,-0.006957055,-0.641963005,0.39667663,-0.094460808,0.758813441,-0.243340597,-0.063870229,0.601272345,0.246276572,0.380981535,-0.769126058,-0.001601978,0.650724053,9,3,农村应届,湖北,80.25,13.58333333,141.515,0.684786065,96.9075,14.16666667,1.435823529,0.83215346,12.66666667,3.495394737,3.631038254,10.25,3.150406504,3.585594096,0,0,0,6.666666667,6.674875,0,0,0,0,0.75,63,2.1787,0.215805471,0.641337386,0.088145897,2130401060,2130401060
2,54,3,1,0.080849878,-0.125790268,-0.404993474,-0.142347038,-0.351448774,-0.018308163,0.899600804,0.048914302,-0.623255312,0.442024142,-0.089369625,0.788505077,-0.135403991,-0.232043356,0.646560967,0.358485281,0.44037056,-0.626479566,-0.028567934,0.574140191,7,1,城镇往届,河南,76.25,13.66666667,153.2341667,0.837644999,128.3558333,0.416666667,1.92,0.457,12.58333333,4.979271523,9.394710799,13.91666667,4.663473054,8.148205938,0,0,0,5.083333333,4.578032787,0,0,0,0,4.25,55,1.8443,0.215805471,0.641337386,0.088145897,2130401061,2130401061
